run_id,label,simulation_mode,profile_version,growth_mode,uniform_rate,high_rate,low_rate,Kc,Kb,damping,carrying_cap_factor,tau,anisotropy_mode,anisotropy_strength,anisotropy_high,anisotropy_low,collision_mode,enable_self_collision,self_collision_use_spatial_hash,self_collision_min_dist,self_collision_stiffness,self_collision_n_sample,self_collision_hash_cell_size,self_collision_hash_neighbor_window,self_collision_deterministic_fallback,self_collision_blend_sampled_weight,enable_adaptive_substepping,adaptive_substep_min,adaptive_substep_max,adaptive_target_disp,adaptive_force_safety_scale,fail_on_nonfinite,high_fidelity,enable_two_layer_approx,two_layer_threshold,two_layer_transition_sharpness,outer_layer_growth_scale,inner_layer_growth_scale,two_layer_coupling,max_force_norm,max_acc_norm,max_velocity_norm,max_displacement_per_step,n_steps,dt,seed,run_config_hash,sweep_config_hash,git_commit,fail_reason,stable,runtime_s,final_area,area_ratio,gi,gi_plausible,mean_curv_mean,mean_curv_std,mean_curv_abs_max,mean_curv_p50,mean_curv_p90,mean_curv_p99,disp_mean,disp_p95,outside_skull_frac,skull_penetration_mean,skull_penetration_p95,skull_penetration_max,collision_force_l2,total_force_l2,collision_force_share,collision_overlap_mean,collision_overlap_p95,collision_overlap_max,collision_overlap_count,collision_overlap_frac
1,hf_matrix_reference,high_fidelity,hf_v1_2026_02_15,regional,0.0,0.9,0.16,1.9,2.9,0.92,4.1,520.0,none,0.0,0.0,0.0,spatial_hash,1,1,0.04,70.0,1024,0.04,10,1,0.35,1,1,4,0.012,1.0,1,1,0,0.0,6.0,1.15,0.85,0.1,260.0,220.0,0.95,0.018,120,0.02,11,b6812f4efd87bc4a9fe005e97262cc6b92bda0ad28ce6fe21f33394f490d7304,f5ed69ed7211c67d67e9099885e326f89280361733540ff7b680eb4153b24bf1,cfefb94,none,1,0.8908167500048876,19.182415008544922,1.533796415726114,0.6784391403198242,0,1.5259740352630615,0.9004023671150208,4.422591209411621,1.4242758750915527,2.718742847442627,3.8102967739105225,0.2038896530866623,0.35343438386917114,0.0,0.0,0.0,0.0,0.0,274.8948059082031,0.0,0.0,0.0,0.0,0.0,0.0
2,hf_matrix_layered,high_fidelity,hf_v1_2026_02_15,regional,0.0,1.0,0.22,2.0,3.0,0.92,4.2,520.0,regional,0.3,1.0,0.0,spatial_hash,1,1,0.04,70.0,1024,0.04,10,1,0.35,1,1,4,0.012,1.0,1,1,1,0.0,6.0,1.22,0.78,0.12,260.0,220.0,0.95,0.018,120,0.02,11,411b534fb47ae36192e861b33621cbab6222befe29101a14855ad8fd567c89af,f5ed69ed7211c67d67e9099885e326f89280361733540ff7b680eb4153b24bf1,cfefb94,none,1,0.9681894998066127,21.043010711669922,1.6825667879288477,0.7442442774772644,0,1.4504518508911133,0.8828215599060059,4.47839879989624,1.3986021280288696,2.649178981781006,3.6218528747558594,0.25585439801216125,0.43727630376815796,0.003115264797507788,2.5397892386536114e-05,0.0,0.012289762496948242,0.0,296.9662780761719,0.0,0.0,0.0,0.0,0.0,0.0
